;Time;State;Coal_prices;Gas_prices;Demand_GWh;Solar_Production_GWh;Wind_Production_GWh;Production_GWh;Gas_Production_GWh;Gas_Plants;Total_Production_GWh;Plant_Id;Ratio
0;2008.9166666666667;AK;43.3;6.4407;343898.2544690013;0.0;0.003269;53585.611;356213.541;15.0;674830.0909999999;5;0.07940607823310594
1;2008.9166666666667;AL;43.29999999999999;6.440699999999998;343898.2544690013;0.0;0.0;5797924.613000001;1419037.1979999999;63.0;12337432.079000004;17;0.46994581821194875
2;2008.9166666666667;AR;43.3;6.4407;343898.2544690013;0.0;0.0;2477437.868;517460.07;33.0;4396607.578999999;4;0.5634885132421777
3;2008.9166666666667;AZ;43.300000000000004;6.4407000000000005;343898.25446900126;1.20978;0.0;3469462.461;2572103.652;55.0;9037041.566000002;11;0.3839157356599016
4;2008.9166666666667;CA;43.300000000000004;6.4407;343898.25446900126;11.394779999999999;240.10486399999994;205587.04499999998;10486980.105000002;385.0;16424448.452999996;12;0.012517135390470212
5;2008.9166666666667;CO;43.29999999999998;6.440699999999997;343898.2544690014;0.5272780000000001;328.5001350000001;3122511.143;1197479.2410000002;59.0;4805075.394000002;20;0.6498360352262141
6;2008.9166666666667;CT;43.3;6.4407;343898.2544690013;0.0;0.0;360318.505;580773.083;21.0;2774660.097;4;0.12986041259236805
7;2008.9166666666667;DE;43.300000000000004;6.4407;343898.25446900126;0.0;0.0;499570.32;86848.661;11.0;646347.6250000002;6;0.7729127495440241
8;2008.9166666666667;FL;43.29999999999998;6.440699999999996;343898.25446900143;0.0;0.0;4783716.165;6471912.536999999;149.0;15320444.740000006;22;0.3122439489312109
9;2008.9166666666667;GA;43.29999999999998;6.440699999999997;343898.2544690014;0.0;0.0;6523849.102000001;744902.754;59.0;10855099.748999998;20;0.6009939339895054
10;2008.9166666666667;HI;43.3;6.4407;343898.2544690013;0.018;11.553639;136922.993;;;907519.857;4;0.15087602981231515
11;2008.9166666666667;IA;43.299999999999976;6.440699999999995;343898.2544690015;0.0;766.4847929999999;3563321.185999999;299670.58700000006;84.0;5143866.961;37;0.6927319880192365
12;2008.9166666666667;ID;43.3;6.4407;343898.2544690013;0.0;24.589181;10827.074999999999;182589.502;10.0;727539.5760000001;4;0.014881767751421948
13;2008.9166666666667;IL;43.29999999999997;6.440699999999995;343898.25446900155;0.0;342.41777700000017;8347977.233000002;369590.946;119.0;17314062.384999994;42;0.4821501186360664
14;2008.9166666666667;IN;43.299999999999976;6.440699999999995;343898.2544690015;0.0;57.37266999999999;11198399.893000001;260014.30299999999;52.0;11734845.846999997;37;0.9542860672398915
15;2008.9166666666667;KS;43.300000000000004;6.4407;343898.25446900126;0.0;198.12712800000006;2973814.9280000003;205169.13899999994;100.0;4275061.613;12;0.6956191973834835
16;2008.9166666666667;KY;43.299999999999976;6.440699999999995;343898.2544690015;0.0;0.0;8005421.800999999;46720.56;17.0;8559892.389999997;28;0.9352245841726057
17;2008.9166666666667;LA;43.300000000000004;6.4407;343898.25446900126;0.0;0.0;2219220.199;3338249.5230000005;92.0;7721569.689;9;0.28740531891610827
18;2008.9166666666667;MA;43.300000000000004;6.4407;343898.25446900126;0.00144;0.36085000000000006;945626.987;1682041.745;59.0;3549259.844000002;8;0.26642934824807923
19;2008.9166666666667;MD;43.300000000000004;6.4407000000000005;343898.25446900126;0.0;0.0;2568543.1319999998;62330.897;28.0;4305623.688;11;0.5965554163868674
20;2008.9166666666667;ME;43.3;6.4407;343898.2544690013;0.0;12.924;13904.232;660813.5889999999;17.0;1524130.4210000003;2;0.009122731105174888
21;2008.9166666666667;MI;43.3;6.440699999999994;343898.2544690014;0.0;35.629889999999975;6036770.676;650891.3769999999;104.0;9288269.762999997;55;0.6499348996136604
22;2008.9166666666667;MN;43.29999999999998;6.440699999999996;343898.25446900143;0.0;523.988797;2777052.1390000004;458261.5130000001;86.0;5226729.780000003;26;0.5313173352918197
23;2008.9166666666667;MO;43.299999999999976;6.440699999999995;343898.2544690015;0.0;30.262926999999994;6085161.870999999;464140.44299999997;71.0;7210748.599999999;30;0.843901543176807
24;2008.9166666666667;MS;43.300000000000004;6.4407;343898.25446900126;0.0;0.0;1291018.3530000001;1312264.658;59.0;3661146.8970000003;8;0.35262675585562553
25;2008.9166666666667;MT;43.300000000000004;6.4407;343898.25446900126;0.0;68.40688899999999;1703662.409;7218.169;8.0;2771457.178;7;0.6147172045535391
26;2008.9166666666667;NC;43.299999999999976;6.440699999999995;343898.2544690015;1.8010000000000002;0.0;5635523.933000001;200372.459;27.0;10299127.512999998;28;0.5471845965482612
27;2008.9166666666667;ND;43.300000000000004;6.4407;343898.25446900126;0.0;293.382909;2723384.7150000003;-9.023;4.0;3144171.509;12;0.866169261824451
28;2008.9166666666667;NE;43.300000000000004;6.4407;343898.25446900126;0.0;27.586742000000008;1893206.8540000003;76076.884;50.0;3042866.528;8;0.622178737246276
29;2008.9166666666667;NH;43.3;6.4407;343898.2544690013;0.0;10.319;361662.31200000003;526000.226;10.0;2063938.5690000001;2;0.17522920373314657
30;2008.9166666666667;NJ;43.300000000000004;6.4407;343898.25446900126;0.05677200000000001;3.431646999999999;713475.147;1072408.8159999999;71.0;5014862.1829999965;10;0.14227213450025142
31;2008.9166666666667;NM;43.3;6.4407;343898.2544690013;0.0;164.074;2617660.601;774112.59;36.0;3583749.9790000003;5;0.730425006303153
32;2008.9166666666667;NV;43.300000000000004;6.4407;343898.25446900126;3.6751909999999994;0.0;854118.3910000001;2159918.9379999996;37.0;3249671.782;6;0.2628322022337701
33;2008.9166666666667;NY;43.29999999999998;6.440699999999996;343898.25446900143;0.0;207.81883199999996;1358481.995;3074553.086;134.0;12171674.436999992;24;0.11161011593198934
34;2008.9166666666667;OH;43.29999999999997;6.440699999999995;343898.25446900155;0.0;2.7959309999999986;10913223.340999998;184978.21399999998;57.0;12852551.711999997;45;0.8491094675628255
35;2008.9166666666667;OK;43.300000000000004;6.4407;343898.25446900126;0.0;246.703376;3320483.622;2875373.8649999998;62.0;6532775.112999999;10;0.5082807175456493
36;2008.9166666666667;OR;43.3;6.4407;343898.2544690013;0.0;173.444633;417111.427;1786714.5459999999;27.0;5350339.449;1;0.07795980628443301
37;2008.9166666666667;PA;43.29999999999999;6.440699999999994;343898.25446900143;0.003136;109.31001800000006;10138456.864;1390534.8909999998;79.0;19479100.079;52;0.5204787091232235
38;2008.9166666666667;SC;43.29999999999998;6.440699999999997;343898.2544690014;0.0;0.0;3025994.2019999996;382934.001;33.0;8264122.547;18;0.3661603739284433
39;2008.9166666666667;SD;43.3;6.4407;343898.2544690013;0.0;89.21374;344187.44299999997;10747.698;8.0;704765.4370000002;2;0.48837162682823204
40;2008.9166666666667;TN;43.29999999999998;6.440699999999997;343898.2544690014;0.0;7.8100000000000005;3984012.0449999995;24918.213;19.0;7534777.601999999;20;0.528749786051084
41;2008.9166666666667;TX;43.299999999999976;6.440699999999995;343898.2544690015;0.0;1890.808003999999;12254819.958;12305384.169;283.0;30778717.050000027;28;0.3981588946053874
42;2008.9166666666667;UT;43.300000000000004;6.4407000000000005;343898.25446900126;0.0;5.967193000000001;3265537.451;612220.012;26.0;3984716.6719999993;11;0.8195155941566529
43;2008.9166666666667;VA;43.299999999999976;6.440699999999995;343898.2544690015;0.0;0.0;2792025.0979999993;651847.857;41.0;6421074.693;28;0.43482208687647783
44;2008.9166666666667;WA;43.29999999999999;6.4407;343898.2544690013;0.0;319.003286;972437.3269999999;806256.6279999999;34.0;9348660.432999996;3;0.10401889489614756
45;2008.9166666666667;WI;43.29999999999997;6.440699999999995;343898.25446900155;0.0;136.77933200000004;3851240.926;362939.38399999996;74.0;5874112.570000001;44;0.6556294044599829
46;2008.9166666666667;WV;43.299999999999976;6.440699999999995;343898.2544690015;0.0;72.49800000000003;7112055.185000001;16011.35;11.0;7346804.349000001;28;0.9680474458215357
47;2008.9166666666667;WY;43.300000000000004;6.4407000000000005;343898.25446900126;0.0;213.25208900000004;4063595.832;47944.619000000006;14.0;4413350.022;11;0.9207508608525227
48;2009.0;AK;44.57;5.4807;354992.6362090009;0.0;0.048256;53483.30900000001;352707.7569999999;15.0;656593.2570000003;5;0.08145576950388934
49;2009.0;AL;44.57000000000002;5.4807;354992.6362090009;0.0;0.0;5771340.526999999;2208315.412;63.0;13385269.286;19;0.4311710436066007
50;2009.0;AR;44.57;5.4807;354992.6362090009;0.0;0.0;2246810.734;704064.633;33.0;4680743.475999999;4;0.4800115078983236
51;2009.0;AZ;44.57;5.4807;354992.6362090009;1.3872610000000003;0.0;3573260.3720000004;1792563.191;57.0;8987561.291000003;9;0.3975784149119745
52;2009.0;CA;44.57;5.4807;354992.6362090009;1.895875;149.836681;191644.867;9450022.328000002;383.0;15065643.029000001;12;0.01272065630594731
53;2009.0;CO;44.57000000000002;5.4807;354992.6362090009;0.5394070000000001;426.0491270000001;2899741.8389999997;1149773.051;59.0;4636299.453999998;21;0.625443172463381
54;2009.0;CT;44.57;5.4807;354992.6362090009;0.0;0.0;333090.038;658217.247;23.0;2893486.007;3;0.11511721058756791
55;2009.0;DE;44.57;5.4807;354992.6362090009;0.0;0.0;520383.02;91952.697;11.0;719275.1420000001;5;0.723482558500541
56;2009.0;FL;44.57000000000003;5.4807;354992.6362090009;0.0;0.0;4946141.033000001;7386983.234999999;149.0;16545127.287999993;23;0.2989485028977314
57;2009.0;GA;44.57000000000002;5.4807;354992.6362090009;0.0;0.0;6281616.0660000015;1344359.682;58.0;11211762.701000005;20;0.56027015853981
58;2009.0;HI;44.57;5.4807;354992.6362090009;0.008985;13.55851;111829.806;;;886015.8500000001;3;0.1262164847276716
59;2009.0;IA;44.56999999999999;5.480700000000004;354992.6362090012;0.0;639.633436;3654947.4309999994;175644.63600000003;83.0;4943910.998999998;35;0.7392826108195077
60;2009.0;ID;44.57;5.4807;354992.6362090009;0.0;29.79882;11231.353000000001;124214.80900000001;10.0;1031377.43;4;0.010889663350496239
61;2009.0;IL;44.569999999999986;5.480700000000005;354992.63620900124;0.0;251.846913;8355685.346000001;530328.997;119.0;17511540.902999997;39;0.4771530610746278
62;2009.0;IN;44.56999999999999;5.480700000000004;354992.6362090012;0.0;48.961999999999996;10426743.178;469414.402;53.0;11175908.63200001;36;0.9329660362599133
63;2009.0;KS;44.57;5.4807;354992.6362090009;0.0;219.75444599999997;3117185.642;158369.16600000006;100.0;4394076.3379999995;10;0.7094063466860052
64;2009.0;KY;44.570000000000014;5.480700000000001;354992.63620900095;0.0;0.0;7843454.678;115770.665;15.0;8532735.832999997;26;0.9192192084121213
65;2009.0;LA;44.57;5.4807;354992.6362090009;0.0;0.0;2317963.0050000004;3459600.1670000004;89.0;7912617.217000001;7;0.292945171165355
