;Year;Month;Plant_Id;Capacity_MW
27;2017;4;47.0;531.0704225352113
28;2017;5;47.0;537.6338028169014
29;2017;6;47.0;544.1971830985915
30;2017;7;47.0;550.7605633802817
31;2017;8;47.0;557.3239436619718
32;2017;9;47.0;563.887323943662
33;2017;10;47.0;570.4507042253521
34;2017;11;47.0;577.0140845070423
35;2017;12;47.0;583.5774647887324
36;2018;1;47.0;590.1408450704225
37;2018;2;47.0;596.7042253521126
38;2018;3;47.0;603.2676056338028
39;2018;4;47.0;609.830985915493
40;2018;5;47.0;616.3943661971831
41;2018;6;47.0;622.9577464788732
42;2018;7;47.0;629.5211267605634
43;2018;8;47.0;636.0845070422536
44;2018;9;47.0;642.6478873239437
45;2018;10;47.0;649.2112676056338
46;2018;11;47.0;655.7746478873239
47;2018;12;47.0;662.338028169014
48;2019;1;47.0;668.9014084507043
49;2019;2;47.0;675.4647887323944
50;2019;3;47.0;682.0281690140845
51;2019;4;47.0;688.5915492957747
52;2019;5;47.0;695.1549295774648
53;2019;6;47.0;701.7183098591549
54;2019;7;47.0;708.2816901408451
55;2019;8;47.0;714.8450704225352
56;2019;9;47.0;721.4084507042253
57;2019;10;47.0;727.9718309859155
58;2019;11;47.0;734.5352112676056
59;2019;12;47.0;741.0985915492959
60;2020;1;47.0;747.661971830986
61;2020;2;47.0;754.2253521126761
62;2020;3;47.0;760.7887323943662
63;2020;4;47.0;767.3521126760563
64;2020;5;47.0;773.9154929577464
65;2020;6;47.0;780.4788732394366
66;2020;7;47.0;787.0422535211268
67;2020;8;47.0;793.6056338028169
68;2020;9;47.0;800.1690140845071
69;2020;10;47.0;806.7323943661972
70;2020;11;47.0;813.2957746478874
71;2020;12;47.0;819.8591549295775
72;2021;1;47.0;826.4225352112676
73;2021;2;47.0;832.9859154929577
74;2021;3;47.0;839.5492957746478
75;2021;4;47.0;846.112676056338
76;2021;5;47.0;852.6760563380282
77;2021;6;47.0;859.2394366197184
78;2021;7;47.0;865.8028169014085
79;2021;8;47.0;872.3661971830986
80;2021;9;47.0;878.9295774647887
81;2021;10;47.0;885.4929577464789
82;2021;11;47.0;892.056338028169
0;2015;1;50.0;898.6197183098591
1;2015;2;50.0;905.1830985915493
2;2015;3;50.0;911.7464788732394
3;2015;4;50.0;918.3098591549297
4;2015;5;50.0;924.8732394366198
5;2015;6;50.0;931.4366197183099
6;2015;7;50.0;938.0
7;2015;8;50.0;938.0
8;2015;9;50.0;473.0
9;2015;10;50.0;473.0
10;2015;11;50.0;473.0
11;2015;12;50.0;473.0
12;2016;1;50.0;473.0
13;2016;2;50.0;473.0
14;2016;3;50.0;473.0
15;2016;4;50.0;473.0
16;2016;5;50.0;473.0
17;2016;6;50.0;473.0
18;2016;7;50.0;475.35277777777776
19;2016;8;50.0;477.7055555555556
20;2016;9;50.0;480.05833333333334
21;2016;10;50.0;482.4111111111111
22;2016;11;50.0;484.7638888888889
23;2016;12;50.0;487.1166666666667
24;2017;1;50.0;489.46944444444443
25;2017;2;50.0;491.8222222222222
26;2017;3;50.0;494.175
27;2017;4;50.0;496.52777777777777
28;2017;5;50.0;498.88055555555553
29;2017;6;50.0;501.23333333333335
30;2017;7;50.0;503.5861111111111
31;2017;8;50.0;505.93888888888887
32;2017;9;50.0;508.2916666666667
33;2017;10;50.0;510.64444444444445
34;2017;11;50.0;512.9972222222223
35;2017;12;50.0;515.35
36;2018;1;50.0;517.7027777777778
37;2018;2;50.0;520.0555555555555
38;2018;3;50.0;522.4083333333333
39;2018;4;50.0;524.7611111111111
40;2018;5;50.0;527.1138888888888
41;2018;6;50.0;529.4666666666667
42;2018;7;50.0;531.8194444444445
43;2018;8;50.0;534.1722222222222
44;2018;9;50.0;536.525
45;2018;10;50.0;538.8777777777777
46;2018;11;50.0;541.2305555555555
47;2018;12;50.0;543.5833333333334
48;2019;1;50.0;545.9361111111111
49;2019;2;50.0;548.2888888888889
50;2019;3;50.0;550.6416666666667
51;2019;4;50.0;552.9944444444444
52;2019;5;50.0;555.3472222222222
53;2019;6;50.0;557.7
54;2019;7;50.0;560.0527777777778
55;2019;8;50.0;562.4055555555556
56;2019;9;50.0;564.7583333333333
57;2019;10;50.0;567.1111111111111
58;2019;11;50.0;569.4638888888888
59;2019;12;50.0;571.8166666666666
60;2020;1;50.0;574.1694444444445
61;2020;2;50.0;576.5222222222222
